alert_id,district_id,district_name,created_at,alert_type,priority_level,status,trigger_summary,confidence_score
ALT-2026-00147,19,Cuddalore,2025-06-28 10:51:22,CORRIDOR_SURGE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Cuddalore jurisdiction.,82
ALT-2026-00148,20,Viluppuram,2024-12-19 17:12:52,NEW_SIGNAL,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Viluppuram jurisdiction.,73
ALT-2026-00149,26,Ariyalur,2025-11-29 09:48:18,EMERGING_ZONE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Ariyalur jurisdiction.,73
ALT-2026-00150,3,Madurai,2025-12-29 17:40:00,CORRIDOR_SURGE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Madurai jurisdiction.,86
ALT-2026-00151,32,Theni,2026-02-26 08:44:50,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Theni jurisdiction.,87
ALT-2026-00152,2,Coimbatore,2025-10-04 12:51:17,NEW_SIGNAL,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Coimbatore jurisdiction.,83
ALT-2026-00153,25,Karur,2024-12-12 23:09:43,DATA_ANOMALY,ADVISORY,RESOLVED,Statistically significant pattern change observed in Karur jurisdiction.,76
ALT-2026-00154,30,Ramanathapuram,2025-10-25 21:45:52,CORRIDOR_SURGE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Ramanathapuram jurisdiction.,89
ALT-2026-00155,32,Theni,2025-02-04 08:11:39,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Theni jurisdiction.,88
ALT-2026-00156,1,Chennai,2026-07-16 19:36:32,CORRIDOR_SURGE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Chennai jurisdiction.,70
ALT-2026-00157,25,Karur,2026-08-05 02:57:01,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Karur jurisdiction.,95
ALT-2026-00158,11,Dindigul,2024-12-04 07:46:59,EMERGING_ZONE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Dindigul jurisdiction.,87
ALT-2026-00159,9,Vellore,2026-08-14 21:38:45,RAPID_INCREASE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Vellore jurisdiction.,80
ALT-2026-00160,7,Erode,2025-07-23 11:21:41,DATA_ANOMALY,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Erode jurisdiction.,93
ALT-2026-00161,23,Namakkal,2026-01-03 22:54:30,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Namakkal jurisdiction.,73
ALT-2026-00162,23,Namakkal,2025-07-12 23:23:22,NEW_SIGNAL,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Namakkal jurisdiction.,83
ALT-2026-00163,13,Thoothukudi,2026-08-11 20:43:03,EMERGING_ZONE,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,81
ALT-2026-00164,38,Tiruvannamalai,2024-11-26 05:36:07,NEW_SIGNAL,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruvannamalai jurisdiction.,78
ALT-2026-00165,3,Madurai,2025-05-23 11:17:29,RAPID_INCREASE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Madurai jurisdiction.,75
ALT-2026-00166,26,Ariyalur,2026-07-13 15:06:23,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Ariyalur jurisdiction.,89
ALT-2026-00167,27,Perambalur,2025-09-07 03:19:33,EMERGING_ZONE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Perambalur jurisdiction.,75
ALT-2026-00168,36,Ranipet,2025-11-13 14:29:39,CORRIDOR_SURGE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Ranipet jurisdiction.,85
ALT-2026-00169,31,Virudhunagar,2025-12-02 18:19:38,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Virudhunagar jurisdiction.,70
ALT-2026-00170,19,Cuddalore,2025-02-19 08:36:27,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Cuddalore jurisdiction.,92
ALT-2026-00171,10,Krishnagiri,2025-09-29 14:34:07,CORRIDOR_SURGE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,79
ALT-2026-00172,1,Chennai,2025-09-13 01:50:05,CORRIDOR_SURGE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Chennai jurisdiction.,69
ALT-2026-00173,28,Pudukkottai,2026-05-23 13:38:42,EMERGING_ZONE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Pudukkottai jurisdiction.,74
ALT-2026-00174,29,Sivaganga,2025-07-02 09:41:06,CORRIDOR_SURGE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Sivaganga jurisdiction.,96
ALT-2026-00175,30,Ramanathapuram,2025-07-16 05:48:47,EMERGING_ZONE,HIGH,RESOLVED,Statistically significant pattern change observed in Ramanathapuram jurisdiction.,77
ALT-2026-00176,8,Tiruppur,2025-02-01 09:00:51,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Tiruppur jurisdiction.,94
ALT-2026-00177,6,Tirunelveli,2025-09-04 03:42:44,CORRIDOR_SURGE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tirunelveli jurisdiction.,88
ALT-2026-00178,2,Coimbatore,2025-11-14 01:05:53,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Coimbatore jurisdiction.,72
ALT-2026-00179,4,Salem,2026-02-28 18:58:40,RAPID_INCREASE,HIGH,RESOLVED,Statistically significant pattern change observed in Salem jurisdiction.,82
ALT-2026-00180,24,Nilgiris,2026-05-05 19:14:44,EMERGING_ZONE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Nilgiris jurisdiction.,92
ALT-2026-00181,28,Pudukkottai,2026-02-14 13:19:01,EMERGING_ZONE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Pudukkottai jurisdiction.,84
ALT-2026-00182,2,Coimbatore,2026-04-06 02:23:57,RAPID_INCREASE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Coimbatore jurisdiction.,66
ALT-2026-00183,35,Mayiladuthurai,2026-04-19 17:18:21,DATA_ANOMALY,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,85
ALT-2026-00184,12,Thanjavur,2026-07-29 10:15:59,RAPID_INCREASE,HIGH,RESOLVED,Statistically significant pattern change observed in Thanjavur jurisdiction.,79
ALT-2026-00185,5,Tiruchirappalli,2026-04-06 16:14:34,EMERGING_ZONE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tiruchirappalli jurisdiction.,66
ALT-2026-00186,19,Cuddalore,2025-06-09 04:56:52,HIGH_RISK_LOW_CONFIDENCE,HIGH,RESOLVED,Statistically significant pattern change observed in Cuddalore jurisdiction.,75
ALT-2026-00187,21,Kallakurichi,2026-06-08 21:09:37,DATA_ANOMALY,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,91
ALT-2026-00188,23,Namakkal,2024-11-07 21:31:19,RAPID_INCREASE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Namakkal jurisdiction.,84
ALT-2026-00189,29,Sivaganga,2025-06-16 15:43:49,DATA_ANOMALY,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Sivaganga jurisdiction.,74
ALT-2026-00190,21,Kallakurichi,2025-09-27 04:28:27,NEW_SIGNAL,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,75
ALT-2026-00191,35,Mayiladuthurai,2024-09-30 16:29:37,NEW_SIGNAL,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,73
ALT-2026-00192,9,Vellore,2025-03-21 09:48:54,DATA_ANOMALY,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Vellore jurisdiction.,82
ALT-2026-00193,35,Mayiladuthurai,2025-01-01 06:36:53,CORRIDOR_SURGE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,66
ALT-2026-00194,21,Kallakurichi,2024-10-09 05:45:21,EMERGING_ZONE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,71
ALT-2026-00195,32,Theni,2026-06-13 03:04:15,DATA_ANOMALY,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Theni jurisdiction.,93
ALT-2026-00196,8,Tiruppur,2025-08-15 08:33:51,RAPID_INCREASE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tiruppur jurisdiction.,90
ALT-2026-00197,32,Theni,2025-12-13 02:18:37,RAPID_INCREASE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Theni jurisdiction.,68
ALT-2026-00198,30,Ramanathapuram,2025-05-14 21:28:53,EMERGING_ZONE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Ramanathapuram jurisdiction.,96
ALT-2026-00199,22,Dharmapuri,2026-06-15 15:29:32,EMERGING_ZONE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,87
ALT-2026-00200,10,Krishnagiri,2025-01-10 05:15:49,CORRIDOR_SURGE,HIGH,RESOLVED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,94
ALT-2026-00201,24,Nilgiris,2025-10-09 16:50:05,NEW_SIGNAL,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Nilgiris jurisdiction.,66
ALT-2026-00202,28,Pudukkottai,2026-02-06 20:50:05,NEW_SIGNAL,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Pudukkottai jurisdiction.,89
ALT-2026-00203,18,Tiruvallur,2025-10-16 16:41:14,CORRIDOR_SURGE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruvallur jurisdiction.,69
ALT-2026-00204,18,Tiruvallur,2024-11-09 06:01:14,NEW_SIGNAL,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tiruvallur jurisdiction.,77
ALT-2026-00205,30,Ramanathapuram,2026-02-22 08:50:21,DATA_ANOMALY,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Ramanathapuram jurisdiction.,93
ALT-2026-00206,36,Ranipet,2026-05-15 23:28:38,DATA_ANOMALY,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Ranipet jurisdiction.,87
ALT-2026-00207,23,Namakkal,2025-06-03 23:47:35,CORRIDOR_SURGE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Namakkal jurisdiction.,93
ALT-2026-00208,19,Cuddalore,2026-01-17 22:15:57,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Cuddalore jurisdiction.,72
ALT-2026-00209,4,Salem,2025-02-12 08:42:47,RAPID_INCREASE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Salem jurisdiction.,73
ALT-2026-00210,24,Nilgiris,2024-12-04 10:32:46,HIGH_RISK_LOW_CONFIDENCE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Nilgiris jurisdiction.,88
ALT-2026-00211,7,Erode,2026-07-21 08:44:37,NEW_SIGNAL,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Erode jurisdiction.,92
ALT-2026-00212,30,Ramanathapuram,2025-03-01 06:31:15,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Ramanathapuram jurisdiction.,77
ALT-2026-00213,16,Kancheepuram,2025-09-20 14:18:07,RAPID_INCREASE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kancheepuram jurisdiction.,89
ALT-2026-00214,26,Ariyalur,2025-08-29 19:13:41,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Ariyalur jurisdiction.,90
ALT-2026-00215,16,Kancheepuram,2024-10-28 04:48:21,CORRIDOR_SURGE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kancheepuram jurisdiction.,68
ALT-2026-00216,8,Tiruppur,2026-02-23 09:58:47,CORRIDOR_SURGE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tiruppur jurisdiction.,93
ALT-2026-00217,37,Tirupathur,2025-03-20 14:26:31,NEW_SIGNAL,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tirupathur jurisdiction.,86
ALT-2026-00218,27,Perambalur,2025-04-17 10:59:26,RAPID_INCREASE,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Perambalur jurisdiction.,93
ALT-2026-00219,23,Namakkal,2025-10-19 00:03:39,HIGH_RISK_LOW_CONFIDENCE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Namakkal jurisdiction.,93
ALT-2026-00220,28,Pudukkottai,2025-01-31 22:37:08,RAPID_INCREASE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Pudukkottai jurisdiction.,76
ALT-2026-00221,6,Tirunelveli,2025-02-16 07:52:17,CORRIDOR_SURGE,HIGH,RESOLVED,Statistically significant pattern change observed in Tirunelveli jurisdiction.,79
ALT-2026-00222,13,Thoothukudi,2026-04-15 21:24:40,CORRIDOR_SURGE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,73
ALT-2026-00223,18,Tiruvallur,2025-10-12 00:23:00,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tiruvallur jurisdiction.,83
ALT-2026-00224,33,Thiruvarur,2025-04-03 14:01:44,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Thiruvarur jurisdiction.,71
ALT-2026-00225,27,Perambalur,2025-05-10 03:47:52,EMERGING_ZONE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Perambalur jurisdiction.,78
ALT-2026-00226,18,Tiruvallur,2025-01-08 21:21:58,DATA_ANOMALY,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruvallur jurisdiction.,77
ALT-2026-00227,36,Ranipet,2026-03-11 19:34:58,DATA_ANOMALY,ADVISORY,RESOLVED,Statistically significant pattern change observed in Ranipet jurisdiction.,90
ALT-2026-00228,1,Chennai,2025-11-06 06:19:27,NEW_SIGNAL,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Chennai jurisdiction.,92
ALT-2026-00229,14,Kanniyakumari,2025-11-03 13:45:10,RAPID_INCREASE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kanniyakumari jurisdiction.,91
ALT-2026-00230,21,Kallakurichi,2025-05-01 04:16:02,EMERGING_ZONE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,87
ALT-2026-00231,14,Kanniyakumari,2025-12-17 14:37:25,NEW_SIGNAL,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kanniyakumari jurisdiction.,79
ALT-2026-00232,30,Ramanathapuram,2025-05-25 14:44:02,EMERGING_ZONE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Ramanathapuram jurisdiction.,81
ALT-2026-00233,14,Kanniyakumari,2026-06-10 12:36:14,NEW_SIGNAL,ADVISORY,RESOLVED,Statistically significant pattern change observed in Kanniyakumari jurisdiction.,86
ALT-2026-00234,11,Dindigul,2025-07-14 17:49:04,EMERGING_ZONE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Dindigul jurisdiction.,65
ALT-2026-00235,6,Tirunelveli,2026-04-16 23:31:02,HIGH_RISK_LOW_CONFIDENCE,HIGH,RESOLVED,Statistically significant pattern change observed in Tirunelveli jurisdiction.,66
ALT-2026-00236,21,Kallakurichi,2025-04-23 23:49:53,NEW_SIGNAL,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,86
ALT-2026-00237,18,Tiruvallur,2026-08-01 16:03:25,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Tiruvallur jurisdiction.,68
ALT-2026-00238,37,Tirupathur,2024-10-23 17:39:32,HIGH_RISK_LOW_CONFIDENCE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tirupathur jurisdiction.,68
ALT-2026-00239,27,Perambalur,2025-05-05 15:43:21,RAPID_INCREASE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Perambalur jurisdiction.,71
ALT-2026-00240,35,Mayiladuthurai,2026-06-11 08:49:14,DATA_ANOMALY,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,72
ALT-2026-00241,32,Theni,2025-01-29 09:20:05,DATA_ANOMALY,MEDIUM,RESOLVED,Statistically significant pattern change observed in Theni jurisdiction.,88
ALT-2026-00242,28,Pudukkottai,2026-07-13 03:06:38,CORRIDOR_SURGE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Pudukkottai jurisdiction.,69
ALT-2026-00243,21,Kallakurichi,2025-09-10 12:43:05,CORRIDOR_SURGE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,73
ALT-2026-00244,37,Tirupathur,2025-04-13 12:01:41,NEW_SIGNAL,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tirupathur jurisdiction.,74
ALT-2026-00245,18,Tiruvallur,2025-05-11 08:33:10,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tiruvallur jurisdiction.,71
ALT-2026-00246,23,Namakkal,2026-06-16 02:51:17,NEW_SIGNAL,CRITICAL,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Namakkal jurisdiction.,85
ALT-2026-00247,16,Kancheepuram,2025-04-27 18:06:33,DATA_ANOMALY,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Kancheepuram jurisdiction.,84
ALT-2026-00248,8,Tiruppur,2025-04-25 02:47:26,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tiruppur jurisdiction.,69
ALT-2026-00249,11,Dindigul,2025-11-13 09:17:48,RAPID_INCREASE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Dindigul jurisdiction.,84
ALT-2026-00250,16,Kancheepuram,2025-04-22 14:25:13,RAPID_INCREASE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Kancheepuram jurisdiction.,94
ALT-2026-00251,3,Madurai,2025-04-25 14:04:01,RAPID_INCREASE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Madurai jurisdiction.,80
ALT-2026-00252,35,Mayiladuthurai,2026-07-07 00:19:13,EMERGING_ZONE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,92
ALT-2026-00253,29,Sivaganga,2024-11-24 22:20:38,EMERGING_ZONE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Sivaganga jurisdiction.,92
ALT-2026-00254,10,Krishnagiri,2025-10-05 13:39:16,RAPID_INCREASE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,76
ALT-2026-00255,38,Tiruvannamalai,2025-08-23 22:06:25,CORRIDOR_SURGE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruvannamalai jurisdiction.,93
ALT-2026-00256,11,Dindigul,2024-12-20 12:00:10,RAPID_INCREASE,HIGH,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Dindigul jurisdiction.,90
ALT-2026-00257,23,Namakkal,2026-07-17 13:29:21,CORRIDOR_SURGE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Namakkal jurisdiction.,68
ALT-2026-00258,19,Cuddalore,2026-01-05 13:11:06,NEW_SIGNAL,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Cuddalore jurisdiction.,77
ALT-2026-00259,31,Virudhunagar,2026-03-12 02:16:40,CORRIDOR_SURGE,MEDIUM,VERIFIED_ACTIONED,Statistically significant pattern change observed in Virudhunagar jurisdiction.,65
ALT-2026-00260,22,Dharmapuri,2026-03-04 23:10:05,NEW_SIGNAL,HIGH,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Dharmapuri jurisdiction.,68
ALT-2026-00261,16,Kancheepuram,2025-11-18 00:17:46,DATA_ANOMALY,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Kancheepuram jurisdiction.,69
ALT-2026-00262,24,Nilgiris,2025-01-16 18:45:24,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Nilgiris jurisdiction.,81
ALT-2026-00263,6,Tirunelveli,2026-01-26 13:13:18,RAPID_INCREASE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Tirunelveli jurisdiction.,90
ALT-2026-00264,23,Namakkal,2025-07-02 20:47:55,NEW_SIGNAL,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Namakkal jurisdiction.,83
ALT-2026-00265,29,Sivaganga,2025-10-02 21:20:27,NEW_SIGNAL,MEDIUM,RESOLVED,Statistically significant pattern change observed in Sivaganga jurisdiction.,94
ALT-2026-00266,8,Tiruppur,2026-02-19 07:00:16,CORRIDOR_SURGE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Tiruppur jurisdiction.,80
ALT-2026-00267,28,Pudukkottai,2025-09-15 01:18:39,NEW_SIGNAL,CRITICAL,RESOLVED,Statistically significant pattern change observed in Pudukkottai jurisdiction.,96
ALT-2026-00268,33,Thiruvarur,2024-11-05 05:26:02,HIGH_RISK_LOW_CONFIDENCE,CRITICAL,RESOLVED,Statistically significant pattern change observed in Thiruvarur jurisdiction.,69
ALT-2026-00269,20,Viluppuram,2026-03-30 22:11:02,DATA_ANOMALY,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Viluppuram jurisdiction.,84
ALT-2026-00270,21,Kallakurichi,2025-12-04 04:02:59,NEW_SIGNAL,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Kallakurichi jurisdiction.,78
ALT-2026-00271,9,Vellore,2024-10-10 21:47:13,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Vellore jurisdiction.,81
ALT-2026-00272,12,Thanjavur,2025-12-29 04:19:07,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,RESOLVED,Statistically significant pattern change observed in Thanjavur jurisdiction.,66
ALT-2026-00273,10,Krishnagiri,2026-05-22 12:23:50,RAPID_INCREASE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Krishnagiri jurisdiction.,84
ALT-2026-00274,32,Theni,2025-02-04 22:45:10,RAPID_INCREASE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Theni jurisdiction.,68
ALT-2026-00275,37,Tirupathur,2024-11-27 22:55:50,EMERGING_ZONE,ADVISORY,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Tirupathur jurisdiction.,66
ALT-2026-00276,10,Krishnagiri,2025-05-07 12:38:04,NEW_SIGNAL,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Krishnagiri jurisdiction.,93
ALT-2026-00277,13,Thoothukudi,2025-10-09 21:33:01,EMERGING_ZONE,HIGH,RESOLVED,Statistically significant pattern change observed in Thoothukudi jurisdiction.,85
ALT-2026-00278,16,Kancheepuram,2025-08-06 11:49:25,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,RESOLVED,Statistically significant pattern change observed in Kancheepuram jurisdiction.,86
ALT-2026-00279,7,Erode,2024-11-01 20:59:17,EMERGING_ZONE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Erode jurisdiction.,91
ALT-2026-00280,4,Salem,2024-10-28 03:49:37,CORRIDOR_SURGE,CRITICAL,VERIFIED_ACTIONED,Statistically significant pattern change observed in Salem jurisdiction.,84
ALT-2026-00281,28,Pudukkottai,2025-10-22 13:38:38,NEW_SIGNAL,HIGH,RESOLVED,Statistically significant pattern change observed in Pudukkottai jurisdiction.,91
ALT-2026-00282,26,Ariyalur,2025-11-10 05:35:35,HIGH_RISK_LOW_CONFIDENCE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Ariyalur jurisdiction.,76
ALT-2026-00283,24,Nilgiris,2026-02-02 06:19:10,CORRIDOR_SURGE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Nilgiris jurisdiction.,87
ALT-2026-00284,5,Tiruchirappalli,2025-05-30 23:58:29,CORRIDOR_SURGE,HIGH,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tiruchirappalli jurisdiction.,69
ALT-2026-00285,6,Tirunelveli,2025-04-03 13:19:01,DATA_ANOMALY,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Tirunelveli jurisdiction.,83
ALT-2026-00286,17,Chengalpattu,2025-12-28 03:50:22,NEW_SIGNAL,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Chengalpattu jurisdiction.,72
ALT-2026-00287,21,Kallakurichi,2024-09-19 04:52:47,RAPID_INCREASE,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Kallakurichi jurisdiction.,68
ALT-2026-00288,34,Nagapattinam,2026-02-03 18:24:04,HIGH_RISK_LOW_CONFIDENCE,MEDIUM,ACTIVE_UNASSIGNED,Statistically significant pattern change observed in Nagapattinam jurisdiction.,75
ALT-2026-00289,35,Mayiladuthurai,2024-09-22 00:14:57,RAPID_INCREASE,ADVISORY,VERIFIED_ACTIONED,Statistically significant pattern change observed in Mayiladuthurai jurisdiction.,84
ALT-2026-00290,2,Coimbatore,2025-05-02 08:11:25,CORRIDOR_SURGE,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Coimbatore jurisdiction.,66
ALT-2026-00291,19,Cuddalore,2026-08-13 10:02:29,DATA_ANOMALY,CRITICAL,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Cuddalore jurisdiction.,69
ALT-2026-00292,18,Tiruvallur,2026-07-24 10:24:40,EMERGING_ZONE,MEDIUM,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Tiruvallur jurisdiction.,87
ALT-2026-00293,33,Thiruvarur,2025-10-27 06:08:23,DATA_ANOMALY,ADVISORY,ASSIGNED_FOR_TRIAGE,Statistically significant pattern change observed in Thiruvarur jurisdiction.,71
